['cup', 'color_white', 'dampness_damp', 'dimension_narrow_short_small_thick', 'material_ceramic', 'physical_fragile_hard', 'price_expensive', 'room_bathroom', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['cup', 'color_clear', 'dampness_wet', 'dimension_long_thick_wide', 'material_plastic', 'physical_hard', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['cup', 'color_clear', 'dampness_wet', 'dimension_long_thick_wide', 'material_plastic', 'physical_hard', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_cold', 'transparency_transparent', 'weight_medium']
['cup', 'color_clear', 'dampness_dry', 'dimension_long_thick_wide', 'material_plastic', 'physical_hard', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['cup', 'color_clear', 'dampness_dry', 'dimension_long_thick_wide', 'material_plastic', 'physical_hard', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['cup', 'color_clear', 'dampness_wet', 'dimension_long_thick_wide', 'material_plastic', 'physical_hard', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['cup', 'color_clear', 'dimension_long_thick_wide', 'material_plastic', 'physical_hard', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_drainboard', 'temperature_room_temperature', 'transparency_transparent', 'weight_medium']
['cup', 'color_clear', 'dampness_wet', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_medium', 'fullness_full', 'place_on_table', 'temperature_cold', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_damp', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_on_windowsill', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_dry', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_wet', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_medium', 'fullness_full', 'place_on_table', 'temperature_cold', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_dry', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_wet', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_medium', 'fullness_full', 'place_on_tray', 'temperature_cold', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_dry', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_garage', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_dry', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_clean', 'room_garage', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_in_storage', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_dry', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_garage', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_wet', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_garage', 'shape_curved_hollow', 'size_medium', 'fullness_full', 'place_on_workbench', 'temperature_cold', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_dry', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_garage', 'shape_curved_hollow', 'size_medium', 'fullness_full', 'place_on_shelf', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_dry', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_garage', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_dry', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_on_shelf', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_wet', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'room_kitchen', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_wet', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_medium', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_damp', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_clear', 'dampness_dry', 'dimension_big_deep', 'material_plastic', 'physical_compressible_soft', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_medium', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_transparent', 'weight_light']
['cup', 'color_purple', 'dampness_dry', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_wet', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_wet', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_wet', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_cold', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_dry', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_damp', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_clean', 'room_child_ZZ_s_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_dresser', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_dry', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_normal', 'room_child_ZZ_s_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_wet', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_normal', 'room_child_ZZ_s_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_nightstand', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_dry', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_clean', 'room_child_ZZ_s_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_wet', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_normal', 'room_child_ZZ_s_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_cold', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_damp', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_dirty', 'room_child_ZZ_s_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_damp', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_counter', 'temperature_cold', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_damp', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_dry', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_dry', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_damp', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_purple', 'dampness_dry', 'dimension_short_small_thick_wide', 'material_plastic', 'physical_elastic_soft', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['cup', 'color_green', 'dampness_dry', 'dimension_deep_thick_wide', 'material_ceramic', 'physical_elastic', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['cup', 'color_green', 'dampness_wet', 'dimension_deep_thick_wide', 'material_ceramic', 'physical_elastic', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['cup', 'color_green', 'dampness_dry', 'dimension_deep_thick_wide', 'material_ceramic', 'physical_elastic', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_shelf', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['cup', 'color_green', 'dampness_damp', 'dimension_deep_thick_wide', 'material_ceramic', 'physical_elastic', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['cup', 'color_green', 'dampness_wet', 'dimension_deep_thick_wide', 'material_ceramic', 'physical_elastic', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_counter', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['cup', 'color_green', 'dampness_dry', 'dimension_deep_thick_wide', 'material_ceramic', 'physical_elastic', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_shelf', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['cup', 'color_green', 'dampness_dry', 'dimension_deep_thick_wide', 'material_ceramic', 'physical_elastic', 'price_expensive', 'cleanliness_dirty', 'room_balcony', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['cup', 'color_green', 'dampness_wet', 'dimension_deep_thick_wide', 'material_ceramic', 'physical_elastic', 'price_expensive', 'cleanliness_normal', 'room_balcony', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_cart', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['cup', 'color_green', 'dampness_wet', 'dimension_deep_thick_wide', 'material_ceramic', 'physical_elastic', 'price_expensive', 'cleanliness_normal', 'room_balcony', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_chair', 'temperature_hot', 'transparency_opaque', 'weight_medium']
